id,name,latitude,longitude,source
45,rames,25.72733270992048,32.61076237719742,amazon_geoglyphs
46,rampy,25.72691599845743,32.61125999573186,amazon_geoglyphs
47,secop,25.71865299976509,32.65763700128739,amazon_geoglyphs
48,seti,25.732677,32.628205,amazon_geoglyphs
49,tamuh,25.717777,32.659588,amazon_geoglyphs
50,tamun,25.717917,32.659059,amazon_geoglyphs
51,tentp,25.71548993975165,32.65679820806675,amazon_geoglyphs
52,thuto,25.718307,32.658296,amazon_geoglyphs
53,tmuta,25.71245199992643,32.65573299971287,amazon_geoglyphs
54,aipet,30.9629,31.889155,amazon_geoglyphs
55,alexl,31.208854,29.909272,amazon_geoglyphs
56,mende,30.9588888997108,31.51472219999038,amazon_geoglyphs
57,saiah,30.96594100018314,30.76716300202886,amazon_geoglyphs
58,saish,30.963756,30.76684,amazon_geoglyphs
59,saman,30.965674,31.24383922314169,amazon_geoglyphs
60,taamu,30.97798044502773,31.88160158264928,amazon_geoglyphs
61,tenaq,30.95077914145034,31.43465457007228,amazon_geoglyphs
62,abrap,30.03215726580883,31.07477912669394,amazon_geoglyphs
63,Abu Simbel,22.33611106872558,31.62611198425294,amazon_geoglyphs
64,abyra,26.186567,31.91646,amazon_geoglyphs
65,abyse,26.185,31.91919,amazon_geoglyphs
66,akhen,27.650673,30.898806,amazon_geoglyphs
67,amenp,29.57487919236785,31.22531550807287,amazon_geoglyphs
68,blapy,29.791806,31.223493,amazon_geoglyphs
69,dakka,22.801001,32.545789,amazon_geoglyphs
70,dashu,29.80851800336988,31.20629572255734,amazon_geoglyphs
71,ekulp,25.133429,32.733476,amazon_geoglyphs
72,hawap,29.27419972129484,30.89920241288264,amazon_geoglyphs
73,helob,30.12935600000001,31.307494,amazon_geoglyphs
74,horup,24.977413,32.873462,amazon_geoglyphs
75,kamic,22.01833200004387,26.08772100002652,amazon_geoglyphs
76,komom,24.451971,32.928137,amazon_geoglyphs
77,medha,25.71979082494034,32.6008367899111,amazon_geoglyphs
78,meidp,29.3883757303946,31.15722311877957,amazon_geoglyphs
79,merye,26.565449,31.746292,amazon_geoglyphs
80,nabta,22.507967,30.7256,amazon_geoglyphs
81,nefmm,29.39503399999999,31.15826300000002,amazon_geoglyphs
82,senwp,29.23630714416505,30.97068786621096,amazon_geoglyphs
83,sesop,29.56002015204968,31.22097726768683,amazon_geoglyphs
84,shuez,26.18947100463572,31.90799700174082,amazon_geoglyphs
85,snefr,29.79033243193647,31.20932047451165,amazon_geoglyphs
86,thutm,25.293454,32.556169,amazon_geoglyphs
87,zawap,29.932855,31.161245,amazon_geoglyphs
88,ankas,29.849568,31.25484,amazon_geoglyphs
89,ankrc,29.84945,31.254267,amazon_geoglyphs
90,antap,29.863044,31.253708,amazon_geoglyphs
91,antaw,29.85230146400239,31.25468992869557,amazon_geoglyphs
92,djedp,29.85095599734939,31.22089300613159,amazon_geoglyphs
93,memnp,29.861029,31.255761,amazon_geoglyphs
94,merep,29.85067787834111,31.21494410465236,amazon_geoglyphs
95,pep2p,29.84017500193527,31.21356499863045,amazon_geoglyphs
96,pepip,29.8545518250625,31.2188210228166,amazon_geoglyphs
97,saqqe,29.866852,31.2061,amazon_geoglyphs
98,saqqp,29.87118,31.216555,amazon_geoglyphs
99,sekhe,29.86530573113059,31.21338409475833,amazon_geoglyphs
100,shepm,29.83893699822256,31.21527299689761,amazon_geoglyphs
101,tetip,29.8753005522299,31.2216430274055,amazon_geoglyphs
102,unasp,29.86831474304199,31.21481704711916,amazon_geoglyphs
103,userk,29.87333947430867,31.21890557226801,amazon_geoglyphs
104,axumg,14.131735,38.718786,amazon_geoglyphs
105,axums,14.132077,38.719534,amazon_geoglyphs
106,ezanm,14.12422,38.725135,amazon_geoglyphs
107,lalib,12.03162800132981,39.04108200302476,amazon_geoglyphs
108,stgeo,12.031623,39.041157,amazon_geoglyphs
109,tiyam,8.431384745193707,38.61061228742604,amazon_geoglyphs
110,tiyas,8.431287951140598,38.61057529113597,amazon_geoglyphs
111,aoucr,20.241108,-12.674511,amazon_geoglyphs
112,birft,36.86939561928066,10.32625578275148,amazon_geoglyphs
113,cancp,28.650142,-17.762579,amazon_geoglyphs
114,caode,36.859191,10.330478,amazon_geoglyphs
115,caram,36.856341,10.314839,amazon_geoglyphs
116,carbm,36.868898,10.331071,amazon_geoglyphs
117,carcm,36.857569,10.327985,amazon_geoglyphs
118,cartd,36.86150729088995,10.33078700022967,amazon_geoglyphs
119,carth,36.85278,10.32333,amazon_geoglyphs
120,theca,36.858313,10.329315,amazon_geoglyphs
121,djanc,24.375295,7.919869,amazon_geoglyphs
122,djant,24.417277,9.526117,amazon_geoglyphs
123,draak,29.53480000000894,0.1834940000005458,amazon_geoglyphs
124,tegha,24.38038906366038,9.43252408210981,amazon_geoglyphs
125,tencr,22.918137,-10.406719,amazon_geoglyphs
126,tikot,24.83586900000525,9.052033000006755,amazon_geoglyphs
127,timgt,35.48421100000002,6.468918000000063,amazon_geoglyphs
128,tumulus,25.74695603876176,8.138827697904672,amazon_geoglyphs
129,azorc,35.404116,-5.94377,amazon_geoglyphs
130,germa,26.56366,13.245592,amazon_geoglyphs
131,germn,26.559047,12.948587,amazon_geoglyphs
132,grzim,-20.272854,30.934266,amazon_geoglyphs
133,guimp,28.322365,-16.41252,amazon_geoglyphs
134,ishan,-0.126944,29.600556,amazon_geoglyphs
135,kilim,-3.075832999999999,37.353333,amazon_geoglyphs
136,kraals,-25.72303954191493,30.29243297806473,amazon_geoglyphs
137,lepma,32.638357,14.291895,amazon_geoglyphs
138,madgh,35.707135,6.434621,amazon_geoglyphs
139,mound,26.28094599690037,8.217085998208589,amazon_geoglyphs
140,mound,26.33776700714229,8.195665997717885,amazon_geoglyphs
141,mound,26.48298299603377,4.373340995868833,amazon_geoglyphs
142,mpums,-25.63181,30.759647,amazon_geoglyphs
143,ouazi,30.684228,-5.645101000000001,amazon_geoglyphs
144,pmagp,-20.43409595592068,57.65076798623824,amazon_geoglyphs
145,sahac,25.19902500005819,5.729221999994389,amazon_geoglyphs
146,stoneworks,-25.62009739536278,30.31099273347677,amazon_geoglyphs
147,thioh,-0.8911680001340576,34.32524199965626,amazon_geoglyphs
148,goulet 631m,26.28098375300198,-10.60136955409027,amazon_geoglyphs
149,lat = 2.0 r27,26.280752,-10.58,amazon_geoglyphs
150,mounds,26.29225576465069,-10.61132615468392,amazon_geoglyphs
151,ruins,26.23444143020846,-10.55810216380584,amazon_geoglyphs
152,tifac,26.28070399878893,-10.60057799880729,amazon_geoglyphs
153,tifag,26.28064534554606,-10.60132700000311,amazon_geoglyphs
154,tifar,26.28583800067128,-10.61454200024908,amazon_geoglyphs
155,circle,26.27425099923433,-10.58715200057862,amazon_geoglyphs
156,wabok,-25.594681,30.288798,amazon_geoglyphs
157,dongo,18.225944,30.742179,amazon_geoglyphs
158,jebaa,18.534889,31.830953,amazon_geoglyphs
159,jebap,18.535767,31.824199,amazon_geoglyphs
160,jebaw,18.538362,31.823065,amazon_geoglyphs
161,meram,16.936825,33.710827,amazon_geoglyphs
162,meroe,16.936025,33.754064,amazon_geoglyphs
163,meron,16.938697,33.748769,amazon_geoglyphs
164,meros,16.93474182884261,33.75121715069736,amazon_geoglyphs
165,merot,16.93007,33.721675,amazon_geoglyphs
166,nurip,18.56446162529995,31.91601936851215,amazon_geoglyphs
167,soleb,20.436389,30.333939,amazon_geoglyphs
168,tahar,19.123276,30.496685,amazon_geoglyphs
169,hattt,40.01994299750152,34.61545599765522,amazon_geoglyphs
170,buyuk,40.02221002734504,34.62064903516841,amazon_geoglyphs
171,hatbu,40.01602069501087,34.61999425348363,amazon_geoglyphs
172,hateg,40.00924600010429,34.62267600032556,amazon_geoglyphs
173,hatsc,40.01382299961411,34.61926600058212,amazon_geoglyphs
174,hattg,40.006125,34.61666,amazon_geoglyphs
175,hattt,40.01994299750152,34.61545599765522,amazon_geoglyphs
176,hatwg,40.01009399981363,34.61003100063213,amazon_geoglyphs
177,yazil,40.025315,34.632725,amazon_geoglyphs
178,alaca,40.233686,34.696136,amazon_geoglyphs
179,ankaf,39.941671,32.865579,amazon_geoglyphs
180,ankjc,39.94328413693916,32.85621838940386,amazon_geoglyphs
181,ankrb,39.946297,32.853798,amazon_geoglyphs
182,ankrt,39.941782,32.860378,amazon_geoglyphs
183,aphrs,37.707802,28.723949,amazon_geoglyphs
184,aphrt,37.707049,28.725142,amazon_geoglyphs
185,asikh,38.349262,34.22989700000002,amazon_geoglyphs
186,atatu,40.000314,32.855782,amazon_geoglyphs
187,bert2,39.104376,27.180918,amazon_geoglyphs
188,bitee,38.572455,28.045383,amazon_geoglyphs
189,bitew,38.584389,27.984307,amazon_geoglyphs
190,bodth,37.040055,27.421591,amazon_geoglyphs
191,cayon,38.218415,39.725394,amazon_geoglyphs
192,catho,37.666696,32.828303,amazon_geoglyphs
193,ephes,37.95253812296509,27.36756365837417,amazon_geoglyphs
194,ephet,37.941029,27.342272,amazon_geoglyphs
195,gordi,39.650465,31.978845,amazon_geoglyphs
196,gordt,39.653962,31.997792,amazon_geoglyphs
197,gumus,37.99832400495265,34.77204699853772,amazon_geoglyphs
198,hiera,37.925108,29.125004,amazon_geoglyphs
199,istam,41.00854612447577,28.97998052111038,amazon_geoglyphs
200,kaleh,39.36280799999999,33.78641199999999,amazon_geoglyphs
201,karah,37.40023400105934,32.39376299997581,amazon_geoglyphs
202,karat,37.869406,38.587986,amazon_geoglyphs
203,karka,38.850646,35.63473,amazon_geoglyphs
204,kralk,38.36723579665149,39.9954193474104,amazon_geoglyphs
205,maltt,39.109044,27.172671,amazon_geoglyphs
206,mancy,39.94424899472283,32.8583078630842,amazon_geoglyphs
207,marma,36.85473302532544,28.2582960426656,amazon_geoglyphs
208,masat,40.14819000522387,35.76226899942033,amazon_geoglyphs
209,mauso,37.03794662563683,27.42405671093327,amazon_geoglyphs
210,myrat,36.259077,29.985398,amazon_geoglyphs
211,nimpy,37.981017,38.742416,amazon_geoglyphs
212,nimrp,37.980237,38.740025,amazon_geoglyphs
213,nimrt,37.98069797598956,38.74095120871188,amazon_geoglyphs
214,oymam,41.207761,35.429319,amazon_geoglyphs
215,perat,39.131838,27.182886,amazon_geoglyphs
216,perga,39.133007,27.183212,amazon_geoglyphs
217,perge,36.957711,30.850815,amazon_geoglyphs
218,pergt,39.119452,27.165087,amazon_geoglyphs
219,priet,37.659843,27.29794,amazon_geoglyphs
220,rhodt,36.440156,28.211822,amazon_geoglyphs
221,salho,37.60001800496583,32.92686400341019,amazon_geoglyphs
222,sarda,38.4788300329438,28.03179107542749,amazon_geoglyphs
223,selea,36.87395296616154,31.47522639561116,amazon_geoglyphs
224,seyih,39.581127,29.863655,amazon_geoglyphs
225,topka,41.012988,28.984555,amazon_geoglyphs
226,tripo,38.03798200005187,28.95096500003069,amazon_geoglyphs
227,troyc,39.957682,26.238447,amazon_geoglyphs
228,troym,39.9577579980195,26.23833600033013,amazon_geoglyphs
229,troyo,39.95675800073261,26.23858300123653,amazon_geoglyphs
230,tumulus,39.67348724572735,32.02272673328042,amazon_geoglyphs
231,tumulus,39.66629938556773,31.94835031562168,amazon_geoglyphs
232,turkm,37.62280400169436,33.02942399846239,amazon_geoglyphs
233,yassi,39.31941600000002,34.07601200000005,amazon_geoglyphs
234,chain,24.49290682690238,40.31851507973245,amazon_geoglyphs
235,chain,24.63766704253736,40.30337125017616,amazon_geoglyphs
236,circle,24.93780879069846,39.77387843388174,amazon_geoglyphs
237,circle,24.93768176562401,39.75521114291089,amazon_geoglyphs
238,circle,25.01892036677165,39.80188504341874,amazon_geoglyphs
239,circle,24.92920585942263,39.82838420220534,amazon_geoglyphs
240,circle,25.01878233186956,39.85690039668928,amazon_geoglyphs
241,circle,25.02316182588272,39.92523502949527,amazon_geoglyphs
242,circle,24.55103731893789,40.28190969990824,amazon_geoglyphs
243,circle,24.4847265920577,40.2863882283773,amazon_geoglyphs
244,circle,24.49993975523432,40.29843981847615,amazon_geoglyphs
245,circle,24.49696535756563,40.31279294507149,amazon_geoglyphs
246,circle,24.5420254675151,40.3607710005728,amazon_geoglyphs
247,circle,24.57135886623751,40.31133959740527,amazon_geoglyphs
248,circle,24.61111884159258,40.28843603298795,amazon_geoglyphs
249,circle,24.03029255485761,40.35942789961813,amazon_geoglyphs
250,circle,24.03639460028418,40.350931012076,amazon_geoglyphs
251,circle,24.04349482503187,40.34748933779733,amazon_geoglyphs
252,circle,24.05339897400567,40.32344960201389,amazon_geoglyphs
253,circle,23.32941760488135,40.06535837781393,amazon_geoglyphs
254,circle,23.34689564536423,40.06562143138811,amazon_geoglyphs
255,circle,23.38442507612391,40.08627070116444,amazon_geoglyphs
256,circle,23.39458629574717,40.08864793993638,amazon_geoglyphs
257,circle,23.26812613620137,40.01000187611803,amazon_geoglyphs
258,circle,23.27686695164868,40.04011477662223,amazon_geoglyphs
259,circle,23.40883608779197,40.13465126987892,amazon_geoglyphs
260,circle,23.40687913839626,40.01416437924598,amazon_geoglyphs
261,circle,23.42209288902325,40.00611272509012,amazon_geoglyphs
262,circle,20.57632920921095,41.9705340501747,amazon_geoglyphs
263,circle,23.48876724913229,40.01923597078276,amazon_geoglyphs
264,circle,23.49062873733597,40.04712162812378,amazon_geoglyphs
265,circle,23.4584693745453,40.03954153025821,amazon_geoglyphs
266,circle,27.33440939996083,37.23377364501375,amazon_geoglyphs
267,circle,23.7168256560722,45.71653354481315,amazon_geoglyphs
268,circle,25.42834032046404,37.58258821354032,amazon_geoglyphs
269,circle,27.27444877983819,37.26194799939472,amazon_geoglyphs
270,circle,26.17981940005641,37.21150550376294,amazon_geoglyphs
271,circle,27.24893025426491,37.3201139029213,amazon_geoglyphs
272,circle,25.37917538497955,37.61620992036258,amazon_geoglyphs
273,circle,26.1216175380614,37.29145557100244,amazon_geoglyphs
274,circle,25.40579472232632,37.64711657746435,amazon_geoglyphs
275,circle,26.49018020202282,38.61715335084279,amazon_geoglyphs
276,circle,26.43543674385207,38.75834300392298,amazon_geoglyphs
277,circle,26.50761635737075,38.60297072332092,amazon_geoglyphs
278,circle,26.40181608281341,38.71427004799547,amazon_geoglyphs
279,circle,25.63846304034867,38.82903370907545,amazon_geoglyphs
280,circle,27.26792737544145,37.2927961395373,amazon_geoglyphs
281,circle,27.21346519516366,37.35768130500099,amazon_geoglyphs
282,circle,27.15919296164985,37.33842146371997,amazon_geoglyphs
283,circle,27.19996459241872,37.28580181790357,amazon_geoglyphs
284,circle,27.3489478970817,36.82965678807859,amazon_geoglyphs
285,circles,27.34158365570731,37.2052828080791,amazon_geoglyphs
286,circles,27.27615529905293,37.33236860375426,amazon_geoglyphs
287,construct,25.87530692013597,38.7477988975462,amazon_geoglyphs
288,construct,25.60217199890511,38.8237846951495,amazon_geoglyphs
289,construct,27.66843795573712,40.94505532607819,amazon_geoglyphs
290,construct,27.79848653098187,36.37471728334108,amazon_geoglyphs
291,construct,26.83244303333788,41.83800551366775,amazon_geoglyphs
292,construct,25.48101547327168,38.86150592284179,amazon_geoglyphs
293,construct,26.2779917885751,38.79387008037317,amazon_geoglyphs
294,construct,20.55718089134811,41.97290863908502,amazon_geoglyphs
295,constructs,23.85746477197269,40.36498049458073,amazon_geoglyphs
296,constructs,25.76425051618372,38.81945037890227,amazon_geoglyphs
297,constructs,25.46712611725731,38.8643388738631,amazon_geoglyphs
298,constructs,25.88196294088394,39.38989921756556,amazon_geoglyphs
299,constructs,24.08249631265987,40.29416842792791,amazon_geoglyphs
300,gate,24.92310454602644,39.83691404599865,amazon_geoglyphs
301,gate,24.91441824606136,39.84805978077343,amazon_geoglyphs
302,line,23.33463421179112,40.00591263418473,amazon_geoglyphs
303,needle,24.96027564476683,39.75360450002068,amazon_geoglyphs
304,needle,25.01697046511994,39.79692479270987,amazon_geoglyphs
305,spokes,24.63821339711734,40.31981151805427,amazon_geoglyphs
306,spokes,24.08366970314303,40.16028370855574,amazon_geoglyphs
307,structure,25.12823444475826,39.56612431438666,amazon_geoglyphs
308,structure,25.24864070620387,39.35372637117155,amazon_geoglyphs
309,structure,25.23668570758772,39.42088262769531,amazon_geoglyphs
310,structure,24.90382862581495,39.75738445678241,amazon_geoglyphs
311,structure,24.95066727703777,39.75235821592008,amazon_geoglyphs
312,structure,24.56154696334524,40.3141596723963,amazon_geoglyphs
313,structure,24.59382619340157,40.32061873079873,amazon_geoglyphs
314,structures,25.12673255154631,39.57225585127627,amazon_geoglyphs
315,structures,24.60155805502262,40.26419111849194,amazon_geoglyphs
316,structures,24.01772589477522,40.35094761552023,amazon_geoglyphs
317,structures,23.36489694692777,39.98724287248929,amazon_geoglyphs
318,wheel,25.1150101313776,39.60786898289554,amazon_geoglyphs
319,up001,22.939082,40.034933,amazon_geoglyphs
320,up002,22.600698,40.114233,amazon_geoglyphs
321,up003,22.589793,40.088289,amazon_geoglyphs
322,up004,21.771936,40.571831,amazon_geoglyphs
323,up005,21.79798,40.586463,amazon_geoglyphs
324,up006,22.405276,41.236958,amazon_geoglyphs
325,up007,22.349938,41.190322,amazon_geoglyphs
326,akhur,26.64719099789736,37.91590199647308,amazon_geoglyphs
327,bilam,24.46149383991313,39.61180386601342,amazon_geoglyphs
328,fathm,24.47665234745196,39.5959842201053,amazon_geoglyphs
329,haitp,25.99344500001731,40.44455299998174,amazon_geoglyphs
330,hilit,24.29221000124112,55.79380699313948,amazon_geoglyphs
331,kaaba,21.422501,39.826175,amazon_geoglyphs
332,khaoc,25.7335770000108,39.29179800005249,amazon_geoglyphs
333,madsa,26.782393,37.945794,amazon_geoglyphs
334,majum,24.46827467658735,39.61114703582464,amazon_geoglyphs
335,maksc,21.47395611054655,39.67353338644027,amazon_geoglyphs
336,manad,24.46755432544288,39.61137765274545,amazon_geoglyphs
337,masqi,24.48410525378423,39.57888787624008,amazon_geoglyphs
338,masqu,24.438994,39.617182,amazon_geoglyphs
339,meotm,24.453275,39.612236,amazon_geoglyphs
340,miqam,24.41373012552829,39.54298823206118,amazon_geoglyphs
341,msina,28.538963,33.974761,amazon_geoglyphs
342,qatif,26.566514,50.00093100000001,amazon_geoglyphs
343,qubat,24.44744967791977,39.61269899700197,amazon_geoglyphs
344,rajaj,29.811893,40.220259,amazon_geoglyphs
345,shalm,26.56906,50.06732299999999,amazon_geoglyphs
346,auran,23.718826,90.387597,amazon_geoglyphs
347,kotmu,23.457918,91.12331000000002,amazon_geoglyphs
348,mahas,24.936211,89.336617,amazon_geoglyphs
349,pahar,25.031062,88.976962,amazon_geoglyphs
350,salvi,23.42619182512407,91.13770718911935,amazon_geoglyphs
351,sonap,23.649181,90.600174,amazon_geoglyphs
352,tbamo,23.65885,90.603722,amazon_geoglyphs
353,anici,40.502181,43.566994,amazon_geoglyphs
354,asagi,39.952777,43.276385,amazon_geoglyphs
355,dmang,41.327438,44.19016,amazon_geoglyphs
356,dvinc,40.00377624907938,44.5763535731233,amazon_geoglyphs
357,dvinh,40.03804701192914,44.57853798271811,amazon_geoglyphs
358,ebrus,43.352533,42.437833,amazon_geoglyphs
359,eribu,40.140474,44.537861,amazon_geoglyphs
360,harmn,41.01515199367059,43.93691299838743,amazon_geoglyphs
361,harms,41.01310200811272,43.93471300324214,amazon_geoglyphs
362,harsr,41.01410266718921,43.93584155393392,amazon_geoglyphs
363,medsa,40.12614,44.186993,amazon_geoglyphs
364,mtara,39.701883,44.29831686343204,amazon_geoglyphs
365,sevsp,40.02748322156071,45.286590714067,amazon_geoglyphs
366,sheng,40.17769,44.512553,amazon_geoglyphs
367,teish,40.15355700003632,44.45331600004331,amazon_geoglyphs
368,zorak,39.55170093198178,46.02901080528093,amazon_geoglyphs
369,aksal,51.14302600783049,65.3458699735904,amazon_geoglyphs
370,arshl,50.340506755697,66.23064719075388,amazon_geoglyphs
371,ashuc,50.22772701347321,66.29197901030903,amazon_geoglyphs
372,akshc,49.304805,62.70605200000001,amazon_geoglyphs
373,aktoc,49.66787,59.402197,amazon_geoglyphs
374,aktok,52.71834599996442,76.44292399998648,amazon_geoglyphs
375,begaz,48.26744999947898,75.3457740001129,amazon_geoglyphs
376,deer stones,48.2878977766572,75.36344165713211,amazon_geoglyphs
377,elsak,47.33014799885348,82.12008999976318,amazon_geoglyphs
378,geogl,50.12193599946444,64.38538499671563,amazon_geoglyphs
379,kainl,50.00212599207492,66.00495400403416,amazon_geoglyphs
380,karac,50.02968698574508,65.99839797572518,amazon_geoglyphs
381,kartc,50.16895400064637,65.7482850012686,amazon_geoglyphs
382,kartl,50.05232399804337,65.79696900407397,amazon_geoglyphs
383,karts,50.02758798622482,65.99921097482392,amazon_geoglyphs
384,katoc,50.05056,65.792373,amazon_geoglyphs
385,kurgan,48.88787211111515,51.73929763013022,amazon_geoglyphs
386,kurgan,53.61790874661703,63.06492142393139,amazon_geoglyphs
387,kurgan,49.44632149209659,72.83787672422694,amazon_geoglyphs
388,kurgan,49.11775788976327,73.4566479564573,amazon_geoglyphs
389,kurgan,48.56092090570439,74.64088657700334,amazon_geoglyphs
390,kurgan,48.54903525706789,74.67738094213334,amazon_geoglyphs
391,kurgan,48.66640588860189,74.7096802455393,amazon_geoglyphs
392,kurgan,47.31067003975429,82.04988111902657,amazon_geoglyphs
393,kurgan,47.28193521846447,82.07097693792885,amazon_geoglyphs
394,kurgan,47.31206911809691,82.10185704792094,amazon_geoglyphs
395,kurgan,47.28374903746495,82.132413145136,amazon_geoglyphs
396,kurgan,47.33008111781802,82.1362034113515,amazon_geoglyphs
397,kurgan,47.35535970648661,82.09015457233954,amazon_geoglyphs
398,kurgans,47.30811685727276,82.11854646296003,amazon_geoglyphs
399,kurgans,47.28827665323397,82.12417588935928,amazon_geoglyphs
400,kurgans,48.99373346405118,51.60114064160542,amazon_geoglyphs
401,kurgans,49.15179745585003,51.76784052907435,amazon_geoglyphs
402,kurgans,41.76591321344833,71.03694469879412,amazon_geoglyphs
403,kurgans,41.74888406185499,71.0788919056284,amazon_geoglyphs
404,kurgans,49.36399105064065,72.86467280097919,amazon_geoglyphs
405,kurgans,49.17124396031047,73.36251122288992,amazon_geoglyphs
406,kurgans,49.19888564378004,73.425386206291,amazon_geoglyphs
407,kurgans,48.91191596289769,73.53959633986015,amazon_geoglyphs
408,kurgans,48.85872884589864,73.71416637332196,amazon_geoglyphs
409,kurgans,41.91646626377837,74.45735498286402,amazon_geoglyphs
410,kurgans,48.52987337690224,74.70412455911439,amazon_geoglyphs
411,kurgans,48.50838705279691,74.72945997621044,amazon_geoglyphs
412,kurgans,48.48105441031745,74.74917727196053,amazon_geoglyphs
413,kurgans,48.28486795768534,75.3509405881505,amazon_geoglyphs
414,kurgans,48.30620163913279,75.35777982031055,amazon_geoglyphs
415,kurgans,48.42963728187171,75.38375067586354,amazon_geoglyphs
416,kurgans,42.69966895665637,80.46234214386553,amazon_geoglyphs
417,kurgans,42.68939999863132,80.55424793159348,amazon_geoglyphs
418,kurgans,42.88091228056851,80.68139636958246,amazon_geoglyphs
419,kurgans,43.26825142611629,82.51856322422955,amazon_geoglyphs
420,kurgans,47.6449690419092,83.47021708165677,amazon_geoglyphs
421,kurgans,47.54080349736257,83.49305511461006,amazon_geoglyphs
422,kurgans,47.6135970813096,83.56129007039449,amazon_geoglyphs
423,kyzye,50.4099464193961,65.94540396265697,amazon_geoglyphs
424,kyzyl,50.46410500036816,65.9607690129278,amazon_geoglyphs
425,makhc,50.3755819982459,65.46233700094437,amazon_geoglyphs
426,rtorg,50.36831899577704,66.15021099631795,amazon_geoglyphs
427,ruin,50.09672752249302,66.14400605730039,amazon_geoglyphs
428,ruins,49.43577030158428,62.49199175007224,amazon_geoglyphs
429,circles,50.14534337495279,65.78347517000479,amazon_geoglyphs
430,ruins,49.46915751679628,62.72139044545575,amazon_geoglyphs
431,saryp,49.13569900672434,73.91597395125596,amazon_geoglyphs
432,storc,48.78161646789957,65.92734700874038,amazon_geoglyphs
433,storr,49.049384,65.88873,amazon_geoglyphs
434,suiir,50.18300900119635,64.63105900388666,amazon_geoglyphs
435,torgg,50.10274400643774,65.36133299638132,amazon_geoglyphs
436,ushts,50.832917,65.32626,amazon_geoglyphs
437,zharc,49.51244099433445,65.86225500164116,amazon_geoglyphs
438,zharl,49.5381270017863,65.8821400005735,amazon_geoglyphs
439,zhitl,52.05252198726944,61.01293600306214,amazon_geoglyphs
440,arkai,52.64920699308345,59.57146700361859,amazon_geoglyphs
441,asotc,34.23882,72.335647,amazon_geoglyphs
442,aybas,36.24575199789438,68.02213303174537,amazon_geoglyphs
443,bactr,36.76779652597222,66.9012653165275,amazon_geoglyphs
444,bukha,39.777802,64.410262,amazon_geoglyphs
445,burat,42.74642700207695,75.25011700353157,amazon_geoglyphs
446,butks,34.765749,72.367862,amazon_geoglyphs
447,dhars,33.744478,72.842257,amazon_geoglyphs
448,ghand,33.756619,72.829929,amazon_geoglyphs
449,gonat,38.21350500048809,62.03745500173846,amazon_geoglyphs
450,gulds,34.39260999597298,69.27853099022417,amazon_geoglyphs
451,haalm,36.709347,67.110657,amazon_geoglyphs
452,itkak,41.378318,60.358009,amazon_geoglyphs
